built,floor,location,parsed,price,renewed,size,text,url
1940,,,19.02.2019 ,119000.0,,120.1,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b vičb td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 3-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1940b td tr tr td velikost (msup 2sup ): td td b 120,10b td tr tr td energetski razred: td 										          td b g   (210+ kwhm2a)b td 										        tr tr td šifra pri prodajalcu: td td b ps4644521rdb td tr tr td ime in priimek agenta: td td b renata damišb td tr tr td tel. številka: td td b 080 1633b td tr tr td elektronski naslov: td td a href= mailto:info@atrium.si  info@atrium.sia td tr tr td št.licence: td td b 2923, mopb td tr table br br br strong dodatni opis:strong br  pozdravljeni,  br br predstavljamo vam stanovanje v dvostanovanjski hiši na umirjeni lokaciji vič - rudnika.br br kje: gornji rudnik.br br trisobno stanovanje v dvostanovanjski hiši je trenutno v fazi v obnove in ima zaradi dobre razporeditve prostorov  potencial, da se preuredi  v krasno stanovanje za oddajanje večim študentom. po podatkih gurs meri 120, 1 m2, uporabne površine ima 89, 6 m2.br nahaja se v pritličju in mansardnem delu dvostanovanjske hiše. v spodnjem pritličnem prostoru se nahajajo predprostor, po prenovi bo spodaj kopalnica s straniščem, še ena ločena toaleta z dodatnim straniščem, shramba, osrednji dnevni prostor v katerem se bo po prenovi nahajala centralna peč z ogrevanjem na pelete. iz dnevnega prostora je izhod v  kuhinjo, ki ima izhod na veliko pokrito teraso v zadnjem delu in ki bo prav tako renovirana in preurejena. v zgornjih mansardnih  prostorih se nahajajo tri sobe, talne obloge so laminat. br br zamenjana bodo tudi vsa okna in vrata, parkirišče posebej ni urejeno, je pa možnost parkiranja enega avtomobila ob hiši, parking bo po prenovi rahlo razširjen.br br etažirano in zemljiškoknjižno urejeno.br br ločen vhod s spodnjim stanovanjem, ki se nahaja v kleti, tako da je intimnost zagotovljena, po dogovoru s spodnjim sosedom je možen tudi odkup spodnjega kletnega dela.br br prenovljeno bo v roku kakšnega meseca, po prenovi bo nova cena stanovanja 140.000, 00 eur.br br vsa infrastruktura v bližini, lpp v bližini 100 m.br br za vse dodatne informacije smo vam z veseljem na voljo. br br vabljeni na ogled!br br pp: stroški posredovanja in prodajnega postopka se delijo na način, da kupec nosi stroške v višini 2%+ddv. br br lep pozdrav, renatabr br br br br b opremab br ul class= avto_oglas  li terasali li loggiali ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-vic-3-sobno-12010-m2-prodam-1341239327.html
1961,,Ljubljana,19.02.2019 ,133000.0,,45.3,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b centerb td tr tr td kraj ali naselje: td td b ljubljanab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1961b td tr tr td leto zadnje adaptacije: td td b 1999b td tr tr td velikost (msup 2sup ): td td b 45.3b td tr tr td vrt, terasa (msup 2sup ): td td b 0b td tr tr td skupno št. nadstropij: td td b 4b td tr tr td energetski razred: td 										          td b d   (60 - 105 kwhm2a)b td 										        tr tr td šifra pri prodajalcu: td td b 101179-84b td tr tr td ime in priimek agenta: td td b amanda čilovićb td tr tr td tel. številka: td td b 040 700 229b td tr tr td elektronski naslov: td td a href= mailto:amanda.cilovic@c21.si  amanda.cilovica td tr tr td št.licence: td td b 02756b td tr table br br br strong dodatni opis:strong br p na odlični in frekventni lokaciji, posredujemo pri prodaji dvosobnega stanovanja v izmeri 45, 30m2.p p stanovanje s funkcionalnim tlorisom se nahaja v 1 . nadstropju urejene stavbe in obsega;  hodnik, otroško sobo, kuhinjo z jedilnico, večjo sobo z izhodom na balkon in kopalnico. stanovanju pripada še shramba v kletni etaži.p p stanovanje je bilo leta 1999 delno obnovljeno ( prenovljena kopalnica in kuhinja ) , leta 2001 so bila zamenjana okna.p p blok je vzdrževan in urejen. leta 2009 je bila obnovljena fasada in zamenjana streha.p p parkiranje za stanovalce je urejeno v okolici bloka.p p stanovanje je zemljiško knjižno urejeno, brez bremen.p p stanovanje se nahaja na mirni lokaciji v neposredni bližini vse potrebne infrastrukture ( zdravstveni dom, osnovna šola, vrtec, trgovine, tržnica, banka, lpp 1, 3, 5, 8, 22, 25, .. )p p stanovanje je potrebno osvežitve.p p  p p vabljeni k ogledu!p p  prodajalec pogojuje sklenitev prodajne pogodbe za predmetno nepremičnino z delitvijo plačila za posredovanje v višini 4% plus 22 % ddv na način, da kupec plača 12 (polovico) omenjene obveznosti t.j. znesek v višini 2%  plus 22 % ddv od dogovorjene prodajne cene.p  br br a rel= external nofollow  target= _blank  href= http:www.bolha.combsrpujozunu-wnqe1hrzaxyjyd1jc42xmqzgrz7vyvnx9pnufmpklbpckb7njnjwdjgijihqby.?adid=1341401174&amp;dst=external&amp;source=addetail&amp;action=tourl&amp;target=external&amp;redirectfrom=http:www.bolha.comnepremicninestanovanjastanovanja-ljubljanastanovanje-2-sobno-ljubljana-45-3-m2-prodamo-1341401174.html&amp;ts=1550614095  več podatkov si oglejte na tej povezavi ...a br br br br br b opremab br ul class= avto_oglas  li balkonli li vpisano v zemljiško knjigoli ul br b priključkib br ul class= avto_oglas  li toplovodli li telefonli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-2-sobno-ljubljana-45-3-m2-prodamo-1341401174.html
1978,4,,19.02.2019 ,135000.0,,50.0,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b bežigradb td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 1.5-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1978b td tr tr td velikost (msup 2sup ): td td b 50,00b td tr tr td nadstropje: td 										          td b 4b td 										        tr tr td skupno št. nadstropij: td td b 4b td tr tr td energetski razred: td 										          td b d   (60 - 105 kwhm2a)b td 										        tr tr td ime in priimek agenta: td td b sonja b td tr tr td tel. številka: td td b 030255539b td tr table br br br strong dodatni opis:strong br  stanovanje meri: 50, 96 m2; soba 18, 48 m2, soba 7, 65 m2, hodnik 3, 22 m2, kopalnica 3, 62, kuhinja 11, 85; loža 0, 67 m2, klet 1, 10 m2, ter pravico souporabe skupnih delov in naprav ter funkcionalnega zemljišča ki pripada stanovanju.br br za ogled prosim pokličite na telefon br 030 255 539 sonjabr br br td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-bezigrad-1-5-sobno-50-m2-prodam-1341708959.html
1939,,,19.02.2019 ,130000.0,,52.0,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b šiškab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 1-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1939b td tr tr td velikost (msup 2sup ): td td b 52,00b td tr tr td energetski razred: td 										          td b e   (105 - 150 kwhm2a)b td 										        tr tr td ime in priimek agenta: td td b anis naberb td tr tr td tel. številka: td td b +386 41 996 066b td tr tr td elektronski naslov: td td a href= mailto:anis.naber@stan.si  anis.naber@stan.sia td tr table br br br strong dodatni opis:strong br  v večstanovanjskem objektu v urbanem okolju posredujemo pri prodaji stanovanja dobre razporeditve.br br sestavlja ga: predprostor s katerega se vstopa v prostoren dnevno bivalni prostor.br br iz predprostora se vstopa v veliko kuhinjo z jedilnico in priročno shrambo.br br prav tako se iz predprostora vstopa v kopalnico iz katere je izhod na balkon.br br vsa infrastruktura je v neposredni bližini (pošta, banka, vrtec, šola, trgovine, lpp…).br br stanovanju pripadata še garaža ter klet.br br ogrevanje je na plinsko peč.br prodajalčev ponudbeni pogoj: kupec prevzame del stroška za posredovanje (2% pogodbene vrednosti + 22% ddv).br br v agenciji stan nepremičnine vam ponujamo brezplačen posvet pri iskanju nepremičnine, ki najbolj ustreza vašim željam in življenjskemu slogu. stopite v stik z nami in si rezervirajte prosti termin.br br br br br b opremab br ul class= avto_oglas  li balkonli li garažali li vpisano v zemljiško knjigoli ul br b okolicab br ul class= avto_oglas  li mestni prometli li poštali li bankali li vrtecli li osnovna šolali li trgovinali li avtobusna postajali li igriščeli li park, zelene površineli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-siska-1-sobno-52-m2-prodam-1341760394.html
1965,,,19.02.2019 ,129900.0,,49.8,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b šiškab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 1-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1965b td tr tr td velikost (msup 2sup ): td td b 49,80b td tr tr td energetski razred: td 										          td b a2 (10 - 15 kwhm2a)b td 										        tr tr td ime in priimek agenta: td td b alexeja urbančičb td tr tr td tel. številka: td td b +386 51 681 666b td tr tr td elektronski naslov: td td a href= mailto:alexeja.urbancic@stan.si  alexeja.urbancica td tr table br br br strong dodatni opis:strong br  posredujemo pri prodaji stanovanja, ki vam omogoča dobro investicijsko priložnost zaradi lokacije in izjemno nizkih stroškov.br br je izjemno prostorno, svetlo ter prijetno s sledečo razporeditvijo: hodnik, kuhinja z jedilnim prostorom, dnevna soba, ki je pregrajena z omaro sledi še kopalnica.br br zaradi uporabnega tlorisa je stanovanje možno preurediti v 2 sobno. uporabna površina znaša 47, 3 m2 h kateri prištejemo še kletno shrambo v izmeri 2, 50 m2.br br je izredno vzdrževano in ima obnovljene vodovodne inštalacije l. 2004, okna pa so bila zamenjana l. 2010.br br objekt je bil v celoti prenovljen, fasada l. 2017 in streha l. 2013. sam objekt je izredno dobro izoliran, tudi pozicija stanovanja je sredinska z zahodno lego kar pomenijo nizki obratovalni stroški.br br menim, da so naslednje prednosti odločilne za nakup tovrstnega stanovanja in sicer izjemno nizki stroški, jugo-zahodna lega, svetlo in prostorno ter na dosegu roke je celotna infrastruktura (mestni avtobus, trgovine, hiter dostop do obvoznice ipd.).br br vabljeni na ogled.br br prodajalčev ponudbeni pogoj: kupec prevzame del stroška za posredovanje (2% pogodbene vrednosti + 22% ddv).br br v agenciji stan nepremičnine vam ponujamo brezplačen posvet pri iskanju nepremičnine, ki najbolj ustreza vašim željam in življenjskem slogu. br br stopite v stik z nami in si rezervirajte prost termin. br br br br br b opremab br ul class= avto_oglas  li shramba v kletili li vpisano v zemljiško knjigoli ul br b okolicab br ul class= avto_oglas  li mestni prometli li poštali li bankali li vrtecli li osnovna šolali li trgovinali li avtobusna postajali li igriščeli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-siska-1-sobno-4980-m2-prodam-1341645518.html
1932,1,Galjevica,19.02.2019 ,120500.0,,93.2,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b vičb td tr tr td kraj ali naselje: td td b galjevicab td tr tr td naslov: td td b ulica tomšičeve brigadeb td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2.5-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1932b td tr tr td velikost (msup 2sup ): td td b 93,20b td tr tr td nadstropje: td 										          td b 1b td 										        tr tr td skupno št. nadstropij: td td b 1b td tr tr td energetski razred: td 										          td b ei v izdelavib td 										        tr table br br br strong dodatni opis:strong br  na galjevici v 2-stanovanjski hiši prodamo 2.5 sobno stanovanje z veliko teraso. stanovanje je v izmeri 93.20m2 bruto površine in 49.80m2 neto stanovanjske površine v 1.nadstropju s pokrito teraso v izmeri 16m2 in odkrito teraso 16.m2 (katera se lahko predela tudi v stanovanjski del). stanovanje ima vz lego, 11.4m2 shrambe v pritličju in eno lastniško parkirno mesto. v stanovanju so bila leta 2000 zamenjana nova 2-slojna pvc okna (razen balkonskih vrat in okna), v kopalnici in kuhinji menjana vsa odtočna in vodovodna inštalacija ter zamenjani podi. hiša je bila grajena leta 1932 in je bila v celoti dvakrat adaptirana, in sicer prvič leta 1975, prav tako zgornje nadstropje in kritina ter drugič leta 2000 je bila zamenjana v celoti streha in žlebovi (kritina betonske valovit plošče anhovo, izolacija 30cm), nova fasada leta 2003 (demit stiropor 10cm) ter hidroizolacija. ogrevanje je trenutno na kurilno olje s svojo etažno pečjo, voda kombinirano gretje na olje ter električni bojler. v hiši že priključek na zemeljski plin ter ktv siol. ker je stanovanje delno mansardno navajamo tudi višino stropov, najvišja višina je 2.30m, najnižja višina pa 1.80m, praktično pa je večji del stanovanja prostostoječ.br br razporeditev: lastni vhod s predprostorom in hodnikom, 3 ločene sobe, kuhinja, jedilnica ter kopalnica z manjšo kadjo in wc-jem z oknom. iz jedilnice izhod na pokrito teraso, iz pokrite terase vhod na odprti del terase. na pokriti terasi je zidan odprt kamin. stanovanje ima ločene števce za elektriko, za vodo trenutno po osebi, lahko pa se tudi ločijo števci za vodo.br br stanovanje je vseljivo takoj, trenutno vpisano v zemljiško knjigo po idealnih solastniških deležih. izdelave etažne lastnine je proti koncu postopka. v strogi bližini je vrtec, oš, zdravstveni dom, lekarna, trgovina, pošta, športni center, otroško igrišče, lpp, ... stanovanje se prodaja opremljeno v celoti z belo tehniko.br br stanovanje je vreden ogleda in nakupa.br br pogoj nakupa je, da se plačilo za posredovanje razdeli tako, da kupec prevzame 2%+ddv plačila za posredovanje od prodajne cene nepremičnine.br br br b opremab br ul class= avto_oglas  li terasali li shramba v kletili li parkirno mestoli li vpisano v zemljiško knjigoli ul br b priključkib br ul class= avto_oglas  li centralna kurjavali li telefonli li kabelski internetli li kabelska tvli li optikali ul br b okolicab br ul class= avto_oglas  li mestni prometli li poštali li bankali li vrtecli li osnovna šolali li trgovinali li avtobusna postajali li igriščeli li zdravstveni domli li železniška postajali li park, zelene površineli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-vic-galjevica-2-5-sobno-9320-m2-prodam-1341916775.html
1964,1,,19.02.2019 ,135000.0,,56.3,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b šiškab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1964b td tr tr td leto zadnje adaptacije: td td b 2004b td tr tr td velikost (msup 2sup ): td td b 56,30b td tr tr td nadstropje: td 										          td b 1b td 										        tr tr td skupno št. nadstropij: td td b 4b td tr tr td energetski razred: td 										          td b e   (105 - 150 kwhm2a)b td 										        tr tr td šifra pri prodajalcu: td td b ps4644822rdb td tr tr td ime in priimek agenta: td td b renata damišb td tr tr td tel. številka: td td b 080 1633b td tr tr td elektronski naslov: td td a href= mailto:info@atrium.si  info@atrium.sia td tr tr td št.licence: td td b 2923, mopb td tr table br br br strong dodatni opis:strong br  pozdravljeni,  br br v zgornji šiški na super lokaciji v neposredni bližini severne ljubljanske obvoznice predstavljamo dvosobno stanovanje v večstanovanjskem bloku, zelo primerno za mlad par, ki išče svoje prvo stanovanje ali mlado družino z otrokom.br br kje: litostroj.br br stanovanje se nahaja v 1. nadstropju od skupno 4 in ima 56, 3 neto tlorisne površine, od tega uporabne površine 47, 00 m2, shramba v kleti meri 5, 2 m2, stanovanje ima tudi 4, 5 m2 velik zastekljen balkon z drsnimi stekli. stanovanje je delno opremljeno kot na slikah in obsega ličen vhodni predprostor iz katerega vodijo vrata na desno v spalnico in kuhinjo, levo pa v dnevno sobo z zastekljenim balkonom, ki je trenutno neopremljena. naravnost se nahaja kopalnica. br br na stavbi je bila v letu 2017 menjana streha, obnovljena bo tudi fasada. v stanovanju so bila v letu 2004 zamenjana okna, notranja vrata s podboji ter talne obloge. radiatorji so opremljeni z varčevalnimi ventili in merilci. br br ogrevanje je radiatorsko na toplovod, sanitarna voda na elektriko, priključek za internet je kabelski, izjemno nizki obratovalni stroški skozi vse leto. talne obloge so kombinacija parketa v dnevni sobi in spalnici, kuhinja,  predprostor in kopalnica keramika. br br stanovanje je prazno in takoj vseljivo. prodajalci bodo do prodaje v stanovanju opravili tudi manjše lepotne popravke, kot je beljenje nekaterih sten, obdelava stropa, brušenje parketa.br br vsa potrebna infrastruktura v neposredni bližini: vrtec, šola, zelenica z otroškim igriščem, lpp na obeh straneh litostrojske ceste ter po celovški. bližina mercator trgovine, kina ter knjižnice šiška čez cesto. br br parkira se lahko vsepovsod okoli stavbe, možnost tudi mesečnega najema pakirišča na ključ. br br za vse dodatne informacije in oglede smo vam z veseljem na voljo. br br pp: kupec nosi stroške posredovanja v višini 2%+ddv. br br lep pozdrav, renatabr br br b opremab br ul class= avto_oglas  li balkonli li shramba v kletili li parkirno mestoli li več parkirnih mestli li vpisano v zemljiško knjigoli ul br b priključkib br ul class= avto_oglas  li toplovodli li kabelski internetli li kabelska tvli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-siska-2-sobno-5630-m2-prodam-1341922268.html
1964,4,Ljubljana ,19.02.2019 ,135000.0,,52.5,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b centerb td tr tr td kraj ali naselje: td td b ljubljana b td tr tr td naslov: td td b ul. martina krpanab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1964b td tr tr td velikost (msup 2sup ): td td b 52.5b td tr tr td nadstropje: td 										          td b 4b td 										        tr tr td skupno št. nadstropij: td td b 5b td tr tr td energetski razred: td 										          td b ei v izdelavib td 										        tr tr td šifra pri prodajalcu: td td b bb_mkb td tr tr td ime in priimek agenta: td td b borut bartolb td tr tr td tel. številka: td td b 041632 283b td tr tr td elektronski naslov: td td a href= mailto:borut@nepremicnine-plus.si  boruta td tr tr td št.licence: td td b 338b td tr table br br br strong dodatni opis:strong br p stanovanje obsega: bivalno kuhinjo, dve sobi, hodnik, kopalnico in balkon (izhod iz kuhinje). pripadata mu dve kletni shrambi. stanovanje ima zamenjana okna (pvc, 2011), ostalo je prvotno a normalno vzdrževano.p p v sobah je po tleh položen klasičen hrastov parket, v kuhinji in na hodniku laminat, v kopalnici pa keramika. ogrevanje je daljinsko, radiatorsko, vezano na mestno toplarno. za pripravo tople sanitarne vode je v kopalnici nameščen električni boljer.p p v bližini objekta je vsa osnovna urbana infrastruktura (osnovna šola, vrtec, banka, pošta, ipd.) blizu je tudi postakjališče mestnega potniškega prometa.p p  p p stanovanje se nahaja v 4. nadstropju, objekt nima dvigala. fasada na bloku je bila obnovljena in toplotno izolirana (2016), obnovljeni so tudi domofoni, potrebna pa je še obnova stopnišča.p p  p p stanovanje je takoj vseljivo, zk urejeno in orientirano proti jv.p p ponudbeni pogoj prodajalca: del plačila za posredovanje v višini 2%+ddv prevzame kupec.p  br br br br br br b opremab br ul class= avto_oglas  li balkonli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-2-sobno-ljubljana-mesto-siska-siska-525-m2--1341943643.html
1926,1,,19.02.2019 ,121500.0,,44.0,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b mosteb td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1926b td tr tr td leto zadnje adaptacije: td td b 2006b td tr tr td velikost (msup 2sup ): td td b 44,00b td tr tr td nadstropje: td 										          td b 1b td 										        tr tr td skupno št. nadstropij: td td b 2b td tr tr td energetski razred: td 										          td b d   (60 - 105 kwhm2a)b td 										        tr tr td tel. številka: td td b 031705-449b td tr tr td elektronski naslov: td td a href= mailto:info@neptun-nepremicnine.si  infoa td tr table br br br strong dodatni opis:strong br  prenovljeno manjše dvosobno stanovanje v 1. nadstropju nižjega stanovanjskega bloka v mirni okolici na dostopni lokaciji v ulici vide pregarčeve.br br stanovanje je izjemno prijetno in svetlo, razteza se po celotni širini stavbe in je orientirano v treh smereh: s-j-v. kljub manjši kvadraturi je stanovanje prostorno zaradi uporabno zasnovanega tlorisa, ki obsega: hodnik, svetlo bivalno kuhinjo z jedilnim kotom, dnevno sobo, spalnico in kopalnico z oknom in dnevno svetlobo. v kletni etaži se nahaja prostorna shramba, ki meri 7m2. stanovanje je v letih 2006-2008 v celoti obnovljeno, zamenjane instalacije, okna in vrata, prenovljena kopalnica in kuhinja. v stanovanju so vsi priključki, internet-optika, klimatska naprava, ogrevanje je daljinsko, voda na električni bojler.br stanovanjska stavba brez dvigala je urejena in vzdrževana. leta 2006 sta bili obnovljeni streha in fasada. v stavbi je tudi kolesarnica .br lokacija je odlična, ker omogoča hiter in enostaven dostop do centra mesta ter obvoznice. v bližnji okolici se nahaja vsa potrebna infrastruktura: tržnica moste, lpp več linij, kulturni dom španski borci, univerzitetni klinični center z vsemi zdravstvenimi ustanovami.br primerno tudi kot investicija oz. za oddajanje.br ponudbeni pogoj prodajalca je , da se plačilo za opravljeno storitev posredovanja razdeli tako, da ob nakupu kupec prevzame plačilo v višini 2% od dogovorjene prodajne vrednosti.br br vabljeni k ogledu.br br br br b opremab br ul class= avto_oglas  li vpisano v zemljiško knjigoli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-moste-2-sobno-44-m2-prodam-1341903341.html
1977,,Ljubljana - Šiska,19.02.2019 ,123000.0,,44.4,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b šiškab td tr tr td kraj ali naselje: td td b ljubljana - šiskab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 1-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1977b td tr tr td velikost (msup 2sup ): td td b 44.4b td tr tr td energetski razred: td 										          td b c   (35 - 60 kwhm2a)b td 										        tr tr td šifra pri prodajalcu: td td b 3304jb td tr tr td ime in priimek agenta: td td b jana terteib td tr tr td tel. številka: td td b +386 40 860 000b td tr tr td elektronski naslov: td td a href= mailto:abc@abc.si  abc@abc.sia td tr tr td št.licence: td td b 52b td tr table br br br strong dodatni opis:strong br p b moste, štepanjsko naseljeb , 44m2, enosobno stanovanje se nahaja v urejeni stolpnici zgrajeni leta 1977, na mirni lokaciji v bližini vse infrastrukture: banke, pošte, trgovine, avtobusne postaje in hkrati blizu narave, zelenih, površin stran od mestnega vrveža. stanovanje je izredno lepo vzdrževano, svetlo, prostorno in funkcionalno. sestoji iz predsobe, kopalnice z wc-jem, velike bivalne kuhinje z jedilnico, sobe z izhodom na balkon. talna obloga je parket, keramika.p p prodajalec oz. lastnik nepremičnine pogojuje plačilo provizije posredovanja v višini 4 % + ddv na način, da kupec plača polovico omenjene obveznosti oziroma 2% + ddv od pogodbeno dogovorjene cene.p  br br br br br br b opremab br ul class= avto_oglas  li balkonli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-1-sobno-ljubljana-mesto-siska-siska-444-m2--1341488567.html
1964,1,Ljubeljska ulica,19.02.2019 ,135000.0,,51.0,"table class= main-table  tr td id= box-oglas-levo  								table class= oglas-podatki  tr td regija: td td b osrednjeslovenskab td tr tr td kraj: td td b ljubljanab td tr tr td predel: td td b šiškab td tr tr td kraj ali naselje: td td b ljubeljska ulicab td tr tr td posredovanje: td 										          td b prodamb td 										        tr tr td tip stanovanja: td 										          td b 2-sobnob td 										        tr tr td stanje objekta: td 										          td b rabljenob td 										        tr tr td leto izgradnje: td td b 1964b td tr tr td leto zadnje adaptacije: td td b 2003b td tr tr td velikost (msup 2sup ): td td b 51,00b td tr tr td nadstropje: td 										          td b 1b td 										        tr tr td skupno št. nadstropij: td td b 4b td tr tr td energetski razred: td 										          td b -b td 										        tr table br br br strong dodatni opis:strong br  prodam  prijetno dvosobno stanovanje v mirnem predelu šiške. vabim, da me za več informacij pokličete in se dogovorimo za ogled. 041 849 723br br br b opremab br ul class= avto_oglas  li balkonli li shramba v kletili li parkirno mestoli ul br b priključkib br ul class= avto_oglas  li toplovodli li centralna kurjavali li kabelski internetli li kabelska tvli ul br b okolicab br ul class= avto_oglas  li mestni prometli li vrtecli li osnovna šolali li trgovinali li igriščeli li park, zelene površineli ul td 		td id= box-oglas-desno  		!--ostali_podatki-- 								td 							tr tr tr table",http://www.bolha.com/nepremicnine/stanovanja/stanovanja-ljubljana/stanovanje-osrednjeslovenska-ljubljana-siska-ljubeljska-ulica-2-sobno-51-m2-prodam-1341996644.html
