built,floor,location,parsed,price,renewed,size,text,url
1987,,LJ. BEŽIGRAD,19.02.2019 ,115000.0,,45.3,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 45,3 m2, 1-sobno, zgrajeno l. 1987, prodamo. cena: 115.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6245366  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong 3316jstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong bežigrad, polanškovastrong , 43,3m2, enosobno stanovanje se nahaja v urejenem, nizkem bloku zgrajenem leta 1987, na mirni, zeleni  lokaciji v bližini vse infrastrukture trgovine, pošte, banke, vrtca, šole, avtobusne postaje,…in hkrati blizu zelenih, rekreativnih in pohodnih površin ( dobeno, rašica,…) stanovanje je zelo prijetno, funkcionalno in prostorno, ki nudi ugodno in kvalitetno bivanje. sestoji iz predsobe, kuhinje z jedilnico, velike sobe, kopalnice z wc-jem.p 

p prodajalec oz. lastnik nepremičnine pogojuje plačilo provizije posredovanja v višini 4 % + ddv na način, da kupec plača polovico omenjene obveznosti oziroma 2% + ddv od pogodbeno dogovorjene cene.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        abc nepremičnine d.o.o. br tivolska 48br 1000 ljubljanabr tel.: a href= tel:040860-000  onclick= trackoutboundlink('abc nepremičnine d.o.o. 040860-000', 'oglas-click-tel');  040860-000a  jana  tertei, a href= tel:01300-00-00  onclick= trackoutboundlink('abc nepremičnine d.o.o. 01300-00-00', 'oglas-click-tel');  01300-00-00a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6245366/
1984,P,LJ. BEŽIGRAD,19.02.2019 ,119000.0,,43.8,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 43,8 m2, 1-sobno, zgrajeno l. 1984, adaptirano l. 2012, p4 nad., enosobno stanovanje z zastekljenim atrijem, prodamo. cena: 119.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6241583  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong p3325strong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong enosobno stanovanje, bežigrad, bližina kardeljeve ploščadistrong br strong (p4 nadstropje, l. 1984, prenovljeno 2012)strong p 
p enosobno stanovanje za bežigradom. oprema je všteta v ceno in ostaja v stanovanju. balkon oziroma atrij je zastekljen.p 
p strong osnovne značilnostistrong p 
ul li dvigalo: neli 
li balkon: da  zastekljenli 
li parkirno mesto:  parkiranje je možno pred objektom z dovolilnicoli 
li prenovljeno: delno l. 2012li 
ul p strong površinastrong p 
ul li skupne površine: 43,8 m2li 
li bivalne površine: 35,3 m2li 
li odprte lože  balkona: 6,5 m2li 
li kleti: 2 m2li 
ul p strong razporeditev sobstrong p 
ul li vstopni hodnikli 
li kopalnicali 
li kuhinja z jedilnicoli 
li soba z izhodom na zastekljen balkon oziroma atrijli 
ul p strong opremastrong p 
ul li oprema vključena v ceno: da  vsa oprema je vključena v ceno in ostane v stanovanju.li 
ul p strong prenovastrong p 
ul li l. 2012: kopalnicali 
ul p strong priključkistrong p 
ul li internet: optikali 
li ogrevanje: toplarnali 
ul p strong legastrong p 
ul li vzhodli 
ul p strong infrastrukturastrong p 
p stanovanje se nahaja za bežigradom v bližini kardeljeve ploščadi. lokacija nudi vse prednosti mestnega življenja, hkrati pa omogoča hitri pobeg v naravo in aktivno preživljanje prostega časa. udobno in sproščeno bivanje nudi vsa infrastruktura. osnovna šola, vrtec, pošta, lekarna, gostinski lokali so v neposredni bližini.p 
p strong ostalo ponudbo naših nepremičnin, novogradenj ter iskalcev nepremičnin si lahko ogledate na spodnji povezavi nad referenčno številko!strong p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        mesto nepremičnin d.o.o. br podmilščakova ulica 25br 1000 ljubljanabr tel.: a href= tel:031758-972  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 031758-972', 'oglas-click-tel');  031758-972a  niko maučec, a href= tel:051650-777  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 051650-777', 'oglas-click-tel');  051650-777a  pisarna, a href= tel:01507-10-60  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 01507-10-60', 'oglas-click-tel');  01507-10-60a  pisarnap div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6241583/
1984,P,LJ. BEŽIGRAD,19.02.2019 ,119900.0,,43.8,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 43,8 m2, 1-sobno, zgrajeno l. 1984, p4 nad., prodamo. cena: 119.900,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6222014  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps00625mpstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong enosobno, 43,8 m2, v nizkem pritličju – bežigrad strong br 
na mirni lokaciji čisto blizu bežigrajskih fakultet prodamo enosobno stanovanje, ki se nahaja v objektu zgrajenem l. 1984. stanovanje ima v lego.  p 

p strong površina, razporeditev in legastrong p 

ul li stanovanje skupne površine 43,8 m2 obsega 35,3 m2 neto bivalne površine, 6,5 m2 lože in klet v izmeri 2 m2.  li 
	li stanovanje obsega: kopalnico, zelo veliko sobo z izhodom na ložo in kuhinjo z jedilnico.  li 
	li stanovanje je obrnjeno na z.li 
ul p strong prenove in opremljenost strong br 
stanovanje je opremljeno. stanovanje je potrebno osvežitve, kopalnica je bila delno obnovljena l. 2012.p 

p strong dodatne karakteristikestrong p 

ul li dvigalo: neli 
	li balkon: dali 
	li parkiranje: parkiranje v okolici objektali 
	li internet: optikali 
	li ogrevanje: toplarnali 
ul p strong opis lokacije in razpoložljiva infrastrukturastrong br 
lokacija v neposredni bližini vse potrebne infrastrukture, nudi prijetno bivanje.p 

p strong ostalostrong br 
prodajalčev ponudbeni pogoj: kupec prevzame del plačila za posredovanje (2% pogodbene vrednosti + 22% ddv)p 

p vseljivo takoj, ko se uredi dokumentacija.p 



p vabljeni na ogled! p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        kreativdom d.o.o. br vodovodna cesta 100br 1000 ljubljanabr tel.: a href= tel:040551-818  onclick= trackoutboundlink('kreativdom d.o.o. 040551-818', 'oglas-click-tel');  040551-818a  marjeta permep div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6222014/
1946,M,"LJ. BEŽIGRAD, ČRNUČE - JEŽA",19.02.2019 ,119500.0,,70.4,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, črnuče - ježastrong , 70,4 m2, 2,5-sobno, zgrajeno l. 1946, adaptirano l. 2010, mm, dvoinpolsobno stanovanje brez balkona + dodatna soba v petstanovanjskem objektu, prodamo. cena: 119.500,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-8  fdiv  (150 - 210 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6166008  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p ob zasavski cesti - nadgorica se nahaja manjše naselje ježa katero je oddaljeno cca 8 km iz centra ljubljane in ga povezuje mpp št. 8 in 21.p 
p dvoinpolsobno stanovanje se nahaja v petstanovanjskem objektu zgrajenem 1946 leta vendar je objekt v celoti obnovljen. fasada je bila obnovljena 2003 in streha 1996. ravno tako stopnišče, vhodna vrata in stopniščna okna. hiša obsega tri etaže; klet, pritličje in mansardo. p 
p dvoinpolsobno stanovnje se nahaja v mansardi v izmeri 54,10m2 uporabne površine katera predstavlja: velika predsoba iz katere je vstop v dve sobi, kuhinjo z dnevnim prostorom in kopalnico. po tleh predsobe, obeh sob, kuhinje in priročne shrambe je položen parket, po kopalnici pa stenska in talna keramika. stanovanje je prostorno in svetlo. p 
p dodatna soba v izmeri 13,90m2 se nahaja v pritličju in ima svoj vhod - iz stopnišča ima po tleh položen parket in je primerna za samostojno sobo za odraščajočega otroka kateri želi imeti svojo intimo ali pa za pisarno. p 
p skupna izmera stanovanja z dodatno sobo je 68,00m2 + klet 2,40m2 je 70,40m2 kar predstavlja skupno površino dela stavbe.p 
p celotno stanovanje je bilo obnovljeno leta 2010, okna in vrata so lesena termopan.p 
p stanovanju pripadata določena dva parkirna prostora ob objektu.p 
p celoten objekt se ogreva ck - skupna peč na kurilno olje, ogrevanje vode je na bojler, internet telemach zmogljivost 120 mbs. stanovanje je klimatizirano.p 
p stroški za tri osebe (olje, voda, elektrika, internet..) je cca 84€ mesečno ali cca 1007€ letno.p 
p vpisano v zemljiško knjigo - etažirano, brez bremen. vseljivo v enem mesecu. stanovanje se prodaja delno opremljeno. p 
p vseljivo takoj po plačilu kupnine. p 
p v bližini se nahajajo lepe sprehajalne poti. bližina narave.p 
p ponudbeni pogoj prodajalca: plačilo za posredovanje se razdeli tako, da kupec prevzame strošek v višini 2% + ddv, obračunano od pogodbene vrednosti.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        nepremičnine plus d.o.o. br bežigrad 15br 1000 ljubljanabr tel.: a href= tel:040792-903  onclick= trackoutboundlink('nepremičnine plus d.o.o. 040792-903', 'oglas-click-tel');  040792-903a  nejcp div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-crnuce-jeza-stanovanje_6166008/
1962,VP,"LJ. BEŽIGRAD, LUŽIŠKO - SRBSKA ULICA",19.02.2019 ,134990.0,,46.3,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, lužiško - srbska ulicastrong , 46,3 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2018, vp4 nad., zelo lepo svetlo stanovanje v izmeri 46,30 m2, razporeditev je: kopalnica, bivalna kuhinja, spalnica, dnevni prostor, utility, balkon in klet, v stanovanju je bilo adaptirano do l.2018(tla, kopalnica, okna, kuhinja), vsi priključki, vsa infrastruktura, vpisano v zk, brez bremen, prodamo. cena: 134.990,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6225777  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div div class= kontakt-opis  h3 kontaktni podatkih3 p 
        sans nepremičnine, d.o.o. br likozarjeva ulica 3br 1000 ljubljanabr tel.: a href= tel:040787-871  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 040787-871', 'oglas-click-tel');  040787-871a , a href= tel:064270-817  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 064270-817', 'oglas-click-tel');  064270-817a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-luzisko-srbska-ulica-stanovanje_6225777/
2016,M,LJ. MOSTE,19.02.2019 ,120000.0,,48.2,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 48,2 m2, 2-sobno, adaptirano l. 2016, m4 nad., mansarda 44,6 m2+shramba 3,6 m2 prenovljeno. zaloška c., bližina ukc in centra. zk urejeno, brez bremen, etažna lastnina. zasebna ponudba:031-333-670, prodamo. cena: 120.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !---- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p  prenovljena mansarda 44,6 m2+shramba 3,6m2 v pritličju naprodaj na zaloški cesti- bližina ukc in centra. zk urejeno brez bremen, etažna lastnina.  zasebna ponudba: gsm 031-333-670p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        zasebna ponudbabr tel.: a href= tel:031333-670  onclick= trackoutboundlink('0.zasebna ponudba 031333-670', 'oglas-click-tel');  031333-670a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6229355/
1960,P,LJ. MOSTE,19.02.2019 ,125000.0,,46.8,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 46,8 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2003, p4 nad., na odlični lokaciji mestnega urbanega okolja in vso potrebno infrastrukturo za kakovostno in prijetno bivanje  vse na peš  prodamo zanimivo, okusno in s skrbno vgrajenimi zemeljskimi materijali opremljeno dvosobno stanovanje. enota sestoji iz predprostora, kopalnice s tušem in toalete, kuhinje z jedilnim delom, dnevno bivalnega prostora in dveh spalnic. v letu 2003 je bilo stanovanje delno obnovljeno upoštevajoč elektro, vodovodno, sanitarno in drugo tehnično napeljavo, prodamo. cena: 125.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6240963  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong celotna stavba - stanovanjski objekt je bil obnovljen leta 2009 in leta 2014.strong p 
ul li v letustrong  2009strong  je bila kvalitetno izvedena novastrong  fasada.strong li 
ul ul li v letustrong  2014strong  je bila obnovljena strong strehastrong  z  vsemi pripadajočimi strešno kleparskimi deli    ( nova kritina, novi žlebovi, nove odtočne cevi ).li 
ul ul li strong lastniška shramba v kletnih prostorih v ca izmeri 6 m2.strong li 
ul ul li souporaba skupne kolesarniceli 
ul ul li ogrevanje stanovanja je na toplotno postajo moste ( nizki stroški ).li 
ul ul li strong dodaten čar dnevno bivalnem prostoru je priročno kurišče - kamin na trda goriva.strong li 
ul ul li lega stanovanja je zahodna ( popoldanski sonček ).li 
ul ul li enosmerna cesta  ( umirjen promet ).li 
ul p zemljiška knjiga je urejena in  prosta vseh bremen. prepis, nakup in prevzem so možni takoj.p 
p prodaja se s celotno notranjo pohištveno opremo oziroma po dogovoru.p 
p strong vabljeni na ogled !!strong p 
p stroški posredovanja za kupca so v višini 2% + ddv od prodajne pogodbene cene predmetne nepremičnine.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        pema d.o.o. br tacenska cesta 135br 1000 ljubljanabr tel.: a href= tel:040501-287  onclick= trackoutboundlink('pema d.o.o. 040501-287', 'oglas-click-tel');  040501-287a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6240963/
1885,1,LJ. MOSTE,19.02.2019 ,99000.0,,45.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 45 m2, garsonjera, zgrajena l. 1885, adaptirana l. 2018, 12 nad., prodamo. cena: 99.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-8  fdiv  (150 - 210 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6218583  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps00574bkstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong garsonjera, 45 m2, v 1. nadstropju, lj – fužine, ulica mire miheličevestrong br 
v objektu večstanovanjski hiši izgrajeni l. 1885, lj – fužine, na ulici mire miheličeve prodamo l. 2018 kompletno obnovljeno garsonjero v dveh etažah. stanovanje je zelo funkcionalno in z odličnim tlorisom. dodatno pripada stanovanju še parkirno mesto za stavbo.p 

p strong površina, razporeditev in legastrong p 

ul li garsonjera skupne površine 45 m2 obsega 45 m2 neto bivalne površine, in se nahaja v dveh etažah.li 
	li stanovanje obsega: osrednji bivalni prostor, kopalnico s tušem in wc-jem ter spalni prostor v zgornji etaži.li 
	li stanovanje je obrnjeno na j.li 
ul p strong prenove in opremljenost strong br 
stanovanje je kompletno na novo obnovljeno l. 2018. stanovanje je tudi klimatizirano. stanovanje se prodaja neopremljeno.   p 

p strong dodatne karakteristikestrong p 

ul li dvigalo: neli 
	li balkon: neli 
	li parkiranje: je možno v okolici objekta.li 
	li internet: kabelskili 
	li ogrevanje: inverterska klimatska naprava.li 
ul p strong opis lokacije in razpoložljiva infrastrukturastrong br 
v okolici se nahaja vsa potrebna infrastruktura (šola, vrtec, lekarna, trgovine, lpp, sprehajalne poti, itd). dostop do ac je hiter in enostavenp 

p strong stroškistrong p 

p minimalni tekoči stroški.p 

p strong ostalostrong br 
prodajalčev ponudbeni pogoj: kupec prevzame del plačila za posredovanje (2% pogodbene vrednosti + 22% ddv)p 

p takoj vseljivo.p 

p vabljeni na ogled! p 





div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        kreativdom d.o.o. br vodovodna cesta 100br 1000 ljubljanabr tel.: a href= tel:041780-899  onclick= trackoutboundlink('kreativdom d.o.o. 041780-899', 'oglas-click-tel');  041780-899a  boštjan kocjan, a href= tel:01292-61-88  onclick= trackoutboundlink('kreativdom d.o.o. 01292-61-88', 'oglas-click-tel');  01292-61-88a  pisarna, a href= tel:041498-708  onclick= trackoutboundlink('kreativdom d.o.o. 041498-708', 'oglas-click-tel');  041498-708a  pisarnap div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6218583/
2006,1,LJ. MOSTE,19.02.2019 ,121500.0,,44.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 44 m2, 2-sobno, adaptirano l. 2006, 12 nad.,  prenovljeno svetlo stanovanje v 1. nadstropju urejene stanovanjske stavbe z obnovljeno streho in fasado, prodamo. cena: 121.500,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6236358  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong strong prenovljeno manjše dvosobno stanovanje v 1. nadstropju nižjega stanovanjskega bloka v mirni okolici na dostopni lokaciji v ulici vide pregarčeve.br strong strong p 
p stanovanje je izjemno prijetno in svetlo, razteza se po celotni širini stavbe in je orientirano v treh smereh: s-j-v. kljub manjši kvadraturi je stanovanje prostorno zaradi uporabno zasnovanega tlorisa, ki obsega: hodnik, svetlo  bivalno kuhinjo z jedilnim kotom, dnevno sobo, spalnico in kopalnico z oknom in dnevno svetlobo. v kletni etaži se nahaja prostorna shramba, ki meri 7m2. stanovanje je v letih 2006-2008 v celoti obnovljeno, zamenjane instalacije, okna in vrata, prenovljena kopalnica in kuhinja. v stanovanju so vsi priključki, internet-optika, klimatska naprava, ogrevanje je daljinsko, voda na električni bojler.p 
p stanovanjska stavba brez dvigala je urejena in vzdrževana. leta 2006 sta bili obnovljeni streha in fasada. v stavbi je tudi kolesarnica . parkiranje je možno z letno dovolilnico (cca 60 eurletno za eno vozilo) v okolici objekta.p 
p lokacija je odlična, ker omogoča hiter in enostaven dostop do centra mesta(tudi s kolesom) ter obvoznice. v bližnji okolici se nahaja vsa potrebna infrastruktura: vrtec,osnovna šola, gimnazija moste, otroško igrišče, pošta, trgovine, banka, tržnica moste, lpp več linij, kulturni dom španski borci, univerzitetni klinični center z vsemi zdravstvenimi ustanovami.p 
p prijetno stanovanje  je odlična priložnost za posameznika, par ali tričlansko družino, zaradi bližine ukc in mediicinske fakultete  pa tudi kot donosna naložba.p 
p ponudbeni pogoj prodajalca je , da se plačilo za opravljeno storitev posredovanja razdeli tako, da ob nakupu kupec prevzame  plačilo v višini 2% od dogovorjene prodajne vrednosti.p 
p vabljeni k ogledu.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        neptun nepremičnine- borut vodopivec s. p. br ulica bazoviške brigade 4br 5270 ajdovščinabr tel.: a href= tel:031705-449  onclick= trackoutboundlink('neptun nepremičnine- borut vodopivec s. p. 031705-449', 'oglas-click-tel');  031705-449a , a href= tel:040202-360  onclick= trackoutboundlink('neptun nepremičnine- borut vodopivec s. p. 040202-360', 'oglas-click-tel');  040202-360a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6236358/
1926,2,LJ. MOSTE,19.02.2019 ,121000.0,,43.8,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 43,8 m2, 2-sobno, zgrajeno l. 1926, adaptirano l. 2010, 23 nad., svetlo in prostorno staromeščansko stanovanje, prodamo. cena: 121.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6244121  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong p3363strong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong dvosobno stanovanje, moste, v bližini tržnicestrong br strong (23 nadstropje, l. 1926, v celoti prenovljeno 2010)strong p 
p prostorno in zelo svetlo staromeščansko stanovanje v objektu zgrajenem leta 1926. vsa oprema je všteta v ceno in ostane v stanovanju. parkiranje je možno pred objektom z mestno dovolilnico.p 
p strong osnovne značilnostistrong p 
ul li dvigalo: neli 
li balkon: neli 
li parkirno mesto: pred objektom z mestno dovolilnicoli 
li prenovljeno: v celoti l. 2010li 
ul p strong površinastrong p 
ul li skupne površine: 43,8 m2li 
li bivalne površine: 36,8 m2li 
li kleti: 7 m2li 
ul p strong razporeditevstrong  strong sobstrong p 
ul li vstopni hodnik z garderobnimi omaramili 
li kopalnicali 
li kuhinjali 
li dnevna sobali 
li spalnicali 
ul p strong opremastrong p 
ul li oprema vključena v ceno: da  vsa oprema je vključena v ceno in ostane v stanovanju.li 
li vsa oprema je odlično ohranjena, kupljena leta 2010li 
li klima: da, nameščena je v dnevnem prostoru  vgrajena klima v dnevnem prostoruli 
li vgradne omare, vgrajene l. 2010li 
ul p strong prenovastrong p 
ul li l. 2010: vse razen oken (elektrovodovodne inštalacije, pohištvo, kopalnica…)br  li 
ul p strong priključkistrong p 
ul li internet: optikali 
li ogrevanje: toplarnali 
ul p strong legastrong p 
ul li jug: kuhinjali 
li vzhod: dnevna sobali 
li sever: spalnicali 
ul p strong infrastrukturastrong p 
p stanovanje se nahaja v mostah, v bližini tržnice. lokacija nudi vse prednosti mestnega življenja, hkrati pa omogoča hitri pobeg v naravo in aktivno preživljanje prostega časa. udobno in sproščeno bivanje nudi vsa infrastruktura. osnovna šola, vrtec, pošta, lekarna, gostinski lokali, ki so v neposredni bližini.p 
p strong ostalo ponudbo naših nepremičnin, novogradenj ter iskalcev nepremičnin si lahko ogledate na spodnji povezavi nad referenčno številko!strong p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        mesto nepremičnin d.o.o. br podmilščakova ulica 25br 1000 ljubljanabr tel.: a href= tel:031758-972  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 031758-972', 'oglas-click-tel');  031758-972a  niko maučec, a href= tel:051650-777  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 051650-777', 'oglas-click-tel');  051650-777a  pisarna, a href= tel:01507-10-60  onclick= trackoutboundlink('mesto nepremičnin d.o.o. 01507-10-60', 'oglas-click-tel');  01507-10-60a  pisarnap div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6244121/
1906,PK,LJ. MOSTE,19.02.2019 ,84990.0,,43.1,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. mostestrong , 43,1 m2, 2-sobno, zgrajeno l. 1906, adaptirano l. 2009, pk2 nad., prodamo. cena: cca 84.990,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6243434  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p na iskani lokaciji, prodamo prostorno 2 sobno stanovanje, ki meri 43,1m2p 
p stanovanje obsega vetrolov, kuhinjo, jedilni prostor, dve sobi, utility in kopalnico z wcjem, ima lasten vhod.p 
p leta 20092010 so bili zamenjani radiatorji, okna, kuhinja, vhodna vrata, luminat je bil zamenjan pred cca. 2 mesci.p 
p leta 2013 je bila zamenjana streha in fasada.p 
p stroški so nizki.p 
p odlična priložnost za nakup kot tudi za investicijo.p 
p v neposredni bližini celotne infrastrukture.p 
p vabljeni k ogledu.p 
p prodajalec oz. lastnik nepremičnine pogojuje plačilo provizije posredovanja v višini 4 % na način, da kupec plača polovico omenjene obveznosti oziroma 2% od pogodbeno dogovorjene cene.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        sans nepremičnine, d.o.o. br likozarjeva ulica 3br 1000 ljubljanabr tel.: a href= tel:040787-871  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 040787-871', 'oglas-click-tel');  040787-871a , a href= tel:064270-817  onclick= trackoutboundlink('sans nepremičnine, d.o.o. 064270-817', 'oglas-click-tel');  064270-817a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-moste-stanovanje_6243434/
