new,points,price,location,size,url,distance,active,first_capture_date,last_capture_date,found_location,built,floor,page,text
False,180,180.0,zg. šiška,33.0,https://www.nepremicnine.net/oglasi-oddaja/zg-siska-stanovanje_6360942/,2.8790541203676154,True,2020-09-07 13:40:58.826069,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",1975.0,VP,nepremicnine,"div id= opis 
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362534 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p pogoji najema: sprotno plačilo najemnine, varščina v višini 500€, stroški nepremičninske agencije za sestavo najemne pogodbe poravna najemnik in le-ti znašajo 306€+ddv.p p za več informacij oz. ogled smo vam na voljo.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    salomon nepremičnine, anže nahtigal, s.p. br ulica nikola tesla 15br 1230 domžalebr tel.: a href= tel:01620-87-00 onclick= trackoutboundlink('salomon nepremičnine, anže nahtigal, s.p. 01620-87-00', 'oglas-click-tel'); 01620-87-00a , a href= tel:031392-921 onclick= trackoutboundlink('salomon nepremičnine, anže nahtigal, s.p. 031392-921', 'oglas-click-tel'); 031392-921a anžep div"
False,80,270.0,"sp. šiška, spodnja",32.0,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-spodnja-stanovanje_6361620/,2.8790541203676154,True,2020-09-09 14:11:11.526994,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",2008.0,P,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiška, spodnjastrong , 32 m2, 1-sobno, adaptirano l. 2008, p2 nad., oddamo. cena: 270,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6361620 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo enosobno stanovanje študentku(ki) ali študentskemu paru v starejši hiši v sp. šiški v bližini oš spodnja šiška.p p cena najema : 270 eurmesec + stroški (60-100 eur: komunalne storitve + elektrika). internet si najemnik uredi sam (možna optika).p p vseljivo takoj za obdobje enega leta.p p kličite po 18.00 uri.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041240-803 onclick= trackoutboundlink('0.zasebna ponudba 041240-803', 'oglas-click-tel'); 041240-803a , a href= tel:041359-953 onclick= trackoutboundlink('0.zasebna ponudba 041359-953', 'oglas-click-tel'); 041359-953a p div"
False,80,280.0,"ljubljana, šiška",20.0,https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6362255/,2.8790541203676154,True,2020-09-13 21:52:34.456185,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Šiška, Ljubljana, Upravna Enota Ljubljana, 1001, Slovenija]>",1984.0,6,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. šiškastrong , 20 m2, garsonjera, zgrajena l. 1984, adaptirana l. 2018, 612 nad., šiška - oddam popolnoma opremljeno garsonjero, svetlo, urejen objekt, v bližini mercator šiška, lpp in ostala infrastruktura, oddamo. cena: 280,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362255 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p šiška - oddam popolnoma opremljeno garsonjero, svetlo, urejen objekt, v bližini mercator šiška, lpp in ostala infrastruktura.p p garsonjera ima predsobo z garderobnimi omarami, kopalnico, glavni prostor s kuhinjo, posteljo (možno dodati še eno posteljo), jedilno mizo.p p na voljo od 1.10. obvezno nekadilci in brez domačih živali.p p primerno tudi za 1-2 študentki.p p pogoji za najem stanovanja so:p p - varščina (v znesku 600 eur)p p - najemnina (v znesku 280 eur)p p mesečni stroški dodatno so cca. 60 eur (do 90 eur v zimskem času).p p kontakt: 051 687 052 (po 17. uri)p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051687-052 onclick= trackoutboundlink('0.zasebna ponudba 051687-052', 'oglas-click-tel'); 051687-052a p div"
False,80,250.0,"ljubljana, bežigrad, kamniška ulica",40.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-kamniska-ulica-stanovanje_5942376/,2.2783600187429784,True,2020-09-08 10:21:20.877558,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Kamniška ulica, Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1000, Slovenija]>",1985.0,PK,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigrad, kamniška ulicastrong , 40 m2, 1-sobno, zgrajeno l. 1985, pkm, stanovanje se nahaja v privat hiši. je svetlo, lepo urejeno in opremljeno. vsi priključki. oddamo le mirnemu in redoljubnemu študentu, oddamo. cena: 250,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=5942376 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p pogoj pri najemu: najemnik plača agenciji posredovanje v višini eno mesečne najemnine po podpisu najemne pogodbe.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    moja vila, tina dolinar s.p. br trnovčeva ulica 15br 1000 ljubljanabr tel.: a href= tel:031370-771 onclick= trackoutboundlink('moja vila, tina dolinar s.p. 031370-771', 'oglas-click-tel'); 031370-771a p div"
False,80,500.0,"ljubljana, moste, jelinčičeva ulica",56.9,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-jelinciceva-ulica-stanovanje_6362455/,2.721154118450173,True,2020-09-14 10:07:02.555373,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Jelinčičeva ulica, Atrium, Moste, Ljubljana, Upravna Enota Ljubljana, 1533, Slovenija]>",2017.0,5,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. moste, jelinčičeva ulicastrong , 56,9 m2, garsonjera, zgrajena l. 2017, 55 nad., uporabne površine 36,40 m2, vzhodna lega, parkirno mesto pod stavbo v garaži - 12,50 m2, klet površine 8,00 m2, brez balkona, dvigalo, svetlo in delno opremljena, kuhinja v celoti, posteljo najemnik prinese svojo, primerna za eno osebo ali par, prevzem najkasneje 30.9.2020, oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362455 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p za vse morebitne dodatne informacije pokličite jelko jeriha goršič, na gsm 05160 80 30 ali pišite na email: ceres@ceres.sip div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    ceres nepremičnine d.o.o. br parmova ulica 53br 1000 ljubljanabr tel.: a href= tel:051608-030 onclick= trackoutboundlink('ceres nepremičnine d.o.o. 051608-030', 'oglas-click-tel'); 051608-030a , a href= tel:051609-960 onclick= trackoutboundlink('ceres nepremičnine d.o.o. 051609-960', 'oglas-click-tel'); 051609-960a p div"
False,80,260.0,"ljubljana, bežigrad",20.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6351694/,2.454939652473417,True,2020-09-06 10:27:29.696658,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",1958.0,PK,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 20 m2, garsonjera, zgrajena l. 1958, adaptirana l. 2000, polklet, polkletno svetlo 20 m2 v privatni hiši, ločene sanitarije, mirnemu slovenskemu uslužbencu za 260 eur + stoški 140 eur oddam varščina ena najemnina, oddamo. cena: 260,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !---- 
    div id= obcina_stats_append div div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040505-039 onclick= trackoutboundlink('0.zasebna ponudba 040505-039', 'oglas-click-tel'); 040505-039a p div"
False,80,500.0,"ljubljana, bežigrad, lužiško srbska ulica 15",27.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-luzisko-srbska-ulica-15-stanovanje_6362526/,2.4376760217785884,True,2020-09-14 12:00:02.279280,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [15, Lužiško-Srbska ulica, Savsko naselje, Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2019.0,4,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigrad, lužiško srbska ulica 15strong , 27 m2, garsonjera, adaptirana l. 2019, 44 nad., nova renovirana in popolnoma opremljena garsonjera, primerno za 2 osebi, oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6362526 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje se najaja v bloku z novo streho in fasado. stanovanje je bilo v celoti prenovljeno in opremljeno po meri.p p kuhinjska niša je v predprostoru in ima štedilnik, lijak, vgradni hladilnik, pečico, napo. v kopalnici se najaja velika garderobna omara in pralni stroj. v sobi je manjša vgradna omara, miza, 2 stola in 2 postelji.p p primerno tako za par ali za 2 študenta.p p varščina v višini 1 mesečne najmenine, stroški po porabi.p p najemnik nosi del stroška sestave najemne pogodbe, sestave primopredajnega zapisnika in izvedba primopredaje ter sodelovanje pri spremembi plačnika pri dobaviteljih, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, ki znese za navedeno nepremičnino 500,00 eur plus 22 % ddv.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    elite nepremičnine d.o.o. br gerbičeva ulica 57br 1000 ljubljanabr tel.: a href= tel:040476-632 onclick= trackoutboundlink('elite nepremičnine d.o.o. 040476-632', 'oglas-click-tel'); 040476-632a p div"
False,80,500.0,"ljubljana, bežigrad, lužiško srbska ulica 15",27.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-luzisko-srbska-ulica-15-stanovanje_6306023/,2.4376760217785884,True,2020-09-14 12:00:02.279280,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [15, Lužiško-Srbska ulica, Savsko naselje, Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1113, Slovenija]>",2019.0,4,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigrad, lužiško srbska ulica 15strong , 27 m2, garsonjera, adaptirana l. 2019, 44 nad., nova renovirana in popolnoma opremljena garsonjera, primerno za 2 oseb, oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6306023 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje se najaja v bloku z novo streho in fasado. stanovanje je bilo v celoti prenovljeno in opremljeno po meri.p p kuhinjska niša je v predprostoru in ima štedilnik, lijak, vgradni hladilnik, pečico, napo. v kopalnici se najaja velik garderobna omara in pralni stroj. v sobi je manjša vgradna omara, miza, 2 stola in 2 postelji.p p primerno tako za par ali za 2 študenta.p p varščina v višini 1 mesečne najmenine, stroški po porabi.p p najemnik nosi del stroška sestave najemne pogodbe, sestave primopredajnega zapisnika in izvedba primopredaje ter sodelovanje pri spremembi plačnika pri dobaviteljih, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, ki znese za navedeno nepremičnino 500,00 eur plus 22 % ddv.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    elite nepremičnine d.o.o. br gerbičeva ulica 57br 1000 ljubljanabr tel.: a href= tel:040476-632 onclick= trackoutboundlink('elite nepremičnine d.o.o. 040476-632', 'oglas-click-tel'); 040476-632a p div"
False,70,400.0,"ljubljana, center",20.0,https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_6346553/,0.2603490593598601,True,2020-09-14 12:00:02.279280,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Ljubljana, Upravna Enota Ljubljana, Slovenija]>",2008.0,,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. centerstrong , 20 m2, garsonjera, zgrajena l. 2008, garsonjera, klimatizirano, internetni priključek, etažno ogrevanje, stroški vključeni v ceno, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za farmacijo br -- fakulteta za gradbeništvo in geodezijo br -- filozofska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6346553 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo garsonjero v neposredni bližini centra mesta, 300 m do filozofske fakultete. garsonjera se nahaja v večstanovanjski hiši. je opremljena, primerna za bivanje ene osebe.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051360-971 onclick= trackoutboundlink('0.zasebna ponudba 051360-971', 'oglas-click-tel'); 051360-971a p div"
False,60,290.0,"sp. šiška, ane ziherlove 14",16.0,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-ane-ziherlove-14-stanovanje_6361792/,3.1270861903303806,True,2020-09-11 19:19:45.140468,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Ulica Ane Ziherlove, Šiška, Ljubljana, Upravna Enota Ljubljana, SI-1000, Slovenija]>",1970.0,P,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiška, ane ziherlove 14strong , 16 m2, garsonjera, zgrajena l. 1970, adaptirana l. 2000, p3 nad., oddam garsonjero na odlični lokaciji blizu centra, opremljeno, eni osebi najraje dekletu, varščina 400 eur,majhni stroški, oddamo. cena: 290,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6361792 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p kličite po 18.9 , kajti trenutno sem na dopustu,lahko pošljete smsp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031890-758 onclick= trackoutboundlink('0.zasebna ponudba 031890-758', 'oglas-click-tel'); 031890-758a , a href= tel:041826-556 onclick= trackoutboundlink('0.zasebna ponudba 041826-556', 'oglas-click-tel'); 041826-556a p div"
False,50,490.0,"ljubljana, bežigrad, dunajska cesta",36.0,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-dunajska-cesta-stanovanje_6355790/,1.3372342929281729,True,2020-09-06 10:44:10.581359,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Dunajska cesta, Zupančičeva jama, Bežigrad, Ljubljana, Upravna Enota Ljubljana, 1000, Slovenija]>",1984.0,3,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigrad, dunajska cestastrong , 36 m2, garsonjera, zgrajena l. 1984, 3. nad., oddamo opremljeno in klimatizirano garsonjero v iii. nadstropju v mirni lokaciji. bližina fakultet, oddamo. cena: cca 490,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355790 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo opremljeno in klimatizirano garsonjero v iii. nadstropju v mirni lokaciji. bližina fakultet (ekonomska fakulteta, fdv, fakulteta za upravo, pedagoška fakulteta). br bližina avtobusne postaje linije št. 6, 8 in 11 ter sistema bicikelj.br stanovanje obsega predsobo, kopalnico, bivalni del s kuhinjo, jedilnico, dnevno sobo in spalnico. stanovanje je opremljeno s steklokeramično ploščo, pečico, kombiniranim hladilnikom, pralnim in sušilnim strojem, optika, ogrevanje na toplovod, klimatska naprava. p p vseljivo takoj, namenjeno nekadilcem, brez živali. sprotno plačilo (najemnina 490 €+ stroški) in varščina.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041626-292 onclick= trackoutboundlink('0.zasebna ponudba 041626-292', 'oglas-click-tel'); 041626-292a p div"
False,50,400.0,"ljubljana, vič",27.0,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-stanovanje_6360135/,1.7444654901924082,True,2020-09-06 10:38:02.218565,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Vič, Ljubljana, Upravna Enota Ljubljana, 1127, Slovenija]>",2018.0,P,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vičstrong , 27 m2, garsonjera, adaptirana l. 2018, pritličje, garsonjera vič, oddamo. cena: cca 400,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9 gdiv  (210 - 300 kwhm2a) in več
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360135 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p tel: 051 750 086br oddam garsonjero z 3 postelje, kupalnico, jedilnico in kuhinjo. primereno tudi za studentep p cena: 150e po osebi (vkljuceno s stroski)p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051750-086 onclick= trackoutboundlink('0.zasebna ponudba 051750-086', 'oglas-click-tel'); 051750-086a p div"
False,50,500.0,"ljubljana, center, kotnikova ulica",29.6,https://www.nepremicnine.net/oglasi-oddaja/lj-center-kotnikova-ulica-stanovanje_6360692/,1.0704278977374515,True,2020-09-06 10:44:10.581359,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Kotnikova ulica, Zupančičeva jama, Vodmat, Ljubljana, Upravna Enota Ljubljana, 1104, Slovenija]>",1993.0,P,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, kotnikova ulicastrong , 29,6 m2, 1-sobno, zgrajeno l. 1993, adaptirano l. 2019, pritličje, v centru ljubljane oddamo zelo prijetno, lepo urejeno in funkcionalno razporejeno ter popolnoma opremljeno 1-sobno stanovanje, neposredna bližina celotne infrastrukture. vljudno vabljeni na ogled, oddamo. cena: 500,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360692 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong 1-sobno stanovanje, 29,60 m2, pritličjestrong p p v poslovno-stanovanjski stavbi, zgrajeni l. 1993 na kotnikovi ulici, oddamo funkcionalno, lepo urejeno ter popolnoma opremljeno 1-sobno stanovanje. stanovanje je bilo popolnoma prenovljeno l. 2019.p p strong velikoststrong p p stanovanje obsega 29,60 m2 bivalne površine.p p strong razporeditev strong p p stanovanje obsega prostoren dnevno-bivalni prostor s kuhinjo, spalnico ter kopalnico z wc-jem.p p strong priključkistrong p p internet - optika.p p ogrevanje - električni konvektorjiklimap p ogrevanje vode - bojlerp p klimap p strong parkiranjestrong p p parkiranje je možno v okolici stavbe.p p strong lokacija in infrastrukturastrong p p stanovanje se nahaja na kotnikovi ulici v neposredni bližini celotne infrastrukturep p strong zk stanjestrong p p vpisano v zkp p strong pogoji in ostalo:strong p p - stanovanje je primerno za par ali samsko osebop p - stanovanje se oddaja resnim najemnikom, nekadilcemp p - hišni ljubljenčki niso zaželjenip p - stroški niso vključeni v najemnino (do cca 130,00 eur)p p - varščina v višini enomesečne najemninep p - v primeru sklenitve najemne pogodbe je pogoj najemodajalca, da se najemniku zaračuna del stroškov dodatnih storitev najema v višini do 500,00 eur + ddvp p vljudno vabljeni na ogled!p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    inalbea d.o.o. br poklukarjeva ulica 61br 1000 ljubljanabr tel.: a href= tel:041206-704 onclick= trackoutboundlink('inalbea d.o.o. 041206-704', 'oglas-click-tel'); 041206-704a p div"
False,50,480.0,"rožna dolina, rozna cesta ii",28.0,https://www.nepremicnine.net/oglasi-oddaja/rozna-dolina-rozna-cesta-ii-stanovanje_6349863/,1.7178735935892608,True,2020-09-06 10:44:10.581359,2020-09-14 12:00:02.279280,"<[OK] Osm - Geocode [Rožna dolina Cesta XII, Rožna dolina, Ljubljana, Upravna Enota Ljubljana, 1102, Slovenija]>",1908.0,1,nepremicnine,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca rožna dolina, rozna cesta iistrong , 28 m2, garsonjera, zgrajena l. 1908, adaptirana l. 2012, 28 m2 zemljišča, 11 nad., garsonjera ima locen hodnik z garderobo in stopniščem, kopalnico s tušem, dnevni prostor z jedilnico, kuhinjo, parkirišče in lopo, oddamo. cena: 480,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- biotehniška fakulteta br -- fakulteta za gradbeništvo in geodezijo br -- fakulteta za matematiko in fiziko br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6349863 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
